"Statistic Label","Quarter","State","UNIT","VALUE"
"Net Factor Income from Rest of World at Current Prices","2008Q1","State","Euro Million","-6541"
"Net Factor Income from Rest of World at Current Prices","2008Q2","State","Euro Million","-6716"
"Net Factor Income from Rest of World at Current Prices","2008Q3","State","Euro Million","-7432"
"Net Factor Income from Rest of World at Current Prices","2008Q4","State","Euro Million","-6028"
"Net Factor Income from Rest of World at Current Prices","2009Q1","State","Euro Million","-7414"
"Net Factor Income from Rest of World at Current Prices","2009Q2","State","Euro Million","-7851"
"Net Factor Income from Rest of World at Current Prices","2009Q3","State","Euro Million","-7721"
"Net Factor Income from Rest of World at Current Prices","2009Q4","State","Euro Million","-6428"
"Net Factor Income from Rest of World at Current Prices","2010Q1","State","Euro Million","-8001"
"Net Factor Income from Rest of World at Current Prices","2010Q2","State","Euro Million","-7822"
"Net Factor Income from Rest of World at Current Prices","2010Q3","State","Euro Million","-6926"
"Net Factor Income from Rest of World at Current Prices","2010Q4","State","Euro Million","-5201"
"Net Factor Income from Rest of World at Current Prices","2011Q1","State","Euro Million","-8394"
"Net Factor Income from Rest of World at Current Prices","2011Q2","State","Euro Million","-8649"
"Net Factor Income from Rest of World at Current Prices","2011Q3","State","Euro Million","-8179"
"Net Factor Income from Rest of World at Current Prices","2011Q4","State","Euro Million","-8167"
"Net Factor Income from Rest of World at Current Prices","2012Q1","State","Euro Million","-9391"
"Net Factor Income from Rest of World at Current Prices","2012Q2","State","Euro Million","-8687"
"Net Factor Income from Rest of World at Current Prices","2012Q3","State","Euro Million","-8789"
"Net Factor Income from Rest of World at Current Prices","2012Q4","State","Euro Million","-8104"
"Net Factor Income from Rest of World at Current Prices","2013Q1","State","Euro Million","-7428"
"Net Factor Income from Rest of World at Current Prices","2013Q2","State","Euro Million","-8268"
"Net Factor Income from Rest of World at Current Prices","2013Q3","State","Euro Million","-7297"
"Net Factor Income from Rest of World at Current Prices","2013Q4","State","Euro Million","-5965"
"Net Factor Income from Rest of World at Current Prices","2014Q1","State","Euro Million","-7812"
"Net Factor Income from Rest of World at Current Prices","2014Q2","State","Euro Million","-8275"
"Net Factor Income from Rest of World at Current Prices","2014Q3","State","Euro Million","-8009"
"Net Factor Income from Rest of World at Current Prices","2014Q4","State","Euro Million","-7017"
"Net Factor Income from Rest of World at Current Prices","2015Q1","State","Euro Million","-16311"
"Net Factor Income from Rest of World at Current Prices","2015Q2","State","Euro Million","-11606"
"Net Factor Income from Rest of World at Current Prices","2015Q3","State","Euro Million","-17988"
"Net Factor Income from Rest of World at Current Prices","2015Q4","State","Euro Million","-15875"
"Net Factor Income from Rest of World at Current Prices","2016Q1","State","Euro Million","-11272"
"Net Factor Income from Rest of World at Current Prices","2016Q2","State","Euro Million","-11524"
"Net Factor Income from Rest of World at Current Prices","2016Q3","State","Euro Million","-14599"
"Net Factor Income from Rest of World at Current Prices","2016Q4","State","Euro Million","-13447"
"Net Factor Income from Rest of World at Current Prices","2017Q1","State","Euro Million","-15405"
"Net Factor Income from Rest of World at Current Prices","2017Q2","State","Euro Million","-16587"
"Net Factor Income from Rest of World at Current Prices","2017Q3","State","Euro Million","-14089"
"Net Factor Income from Rest of World at Current Prices","2017Q4","State","Euro Million","-15958"
"Net Factor Income from Rest of World at Current Prices","2018Q1","State","Euro Million","-18325"
"Net Factor Income from Rest of World at Current Prices","2018Q2","State","Euro Million","-17522"
"Net Factor Income from Rest of World at Current Prices","2018Q3","State","Euro Million","-17821"
"Net Factor Income from Rest of World at Current Prices","2018Q4","State","Euro Million","-20795"
"Net Factor Income from Rest of World at Current Prices","2019Q1","State","Euro Million","-19885"
"Net Factor Income from Rest of World at Current Prices","2019Q2","State","Euro Million","-21364"
"Net Factor Income from Rest of World at Current Prices","2019Q3","State","Euro Million","-20281"
"Net Factor Income from Rest of World at Current Prices","2019Q4","State","Euro Million","-19244"
"Net Factor Income from Rest of World at Current Prices","2020Q1","State","Euro Million","-22131"
"Net Factor Income from Rest of World at Current Prices","2020Q2","State","Euro Million","-21533"
"Net Factor Income from Rest of World at Current Prices","2020Q3","State","Euro Million","-28321"
"Net Factor Income from Rest of World at Current Prices","2020Q4","State","Euro Million","-20348"
"Net Factor Income from Rest of World at Current Prices","2021Q1","State","Euro Million","-30196"
"Net Factor Income from Rest of World at Current Prices","2021Q2","State","Euro Million","-28583"
"Net Factor Income from Rest of World at Current Prices","2021Q3","State","Euro Million","-28442"
"Net Factor Income from Rest of World at Current Prices","2021Q4","State","Euro Million","-23535"
"Net Factor Income from Rest of World at Current Prices","2022Q1","State","Euro Million","-36220"
"Net Factor Income from Rest of World at Current Prices","2022Q2","State","Euro Million","-34144"
"Net Factor Income from Rest of World at Current Prices","2022Q3","State","Euro Million","-41075"
"Net Factor Income from Rest of World at Current Prices","2022Q4","State","Euro Million","-31967"
"Net Factor Income from Rest of World at Current Prices","2023Q1","State","Euro Million","-40635"
"Net Factor Income from Rest of World at Current Prices","2023Q2","State","Euro Million","-28787"
"Net Factor Income from Rest of World at Current Prices","2023Q3","State","Euro Million","-24433"
"GNP at Current Market Prices","1995Q1","State","Euro Million","11532"
"GNP at Current Market Prices","1995Q2","State","Euro Million","12508"
"GNP at Current Market Prices","1995Q3","State","Euro Million","12205"
"GNP at Current Market Prices","1995Q4","State","Euro Million","12566"
"GNP at Current Market Prices","1996Q1","State","Euro Million","12831"
"GNP at Current Market Prices","1996Q2","State","Euro Million","13695"
"GNP at Current Market Prices","1996Q3","State","Euro Million","13215"
"GNP at Current Market Prices","1996Q4","State","Euro Million","13870"
"GNP at Current Market Prices","1997Q1","State","Euro Million","13891"
"GNP at Current Market Prices","1997Q2","State","Euro Million","15147"
"GNP at Current Market Prices","1997Q3","State","Euro Million","15681"
"GNP at Current Market Prices","1997Q4","State","Euro Million","16642"
"GNP at Current Market Prices","1998Q1","State","Euro Million","17003"
"GNP at Current Market Prices","1998Q2","State","Euro Million","17587"
"GNP at Current Market Prices","1998Q3","State","Euro Million","17847"
"GNP at Current Market Prices","1998Q4","State","Euro Million","18443"
"GNP at Current Market Prices","1999Q1","State","Euro Million","19222"
"GNP at Current Market Prices","1999Q2","State","Euro Million","19442"
"GNP at Current Market Prices","1999Q3","State","Euro Million","19748"
"GNP at Current Market Prices","1999Q4","State","Euro Million","21100"
"GNP at Current Market Prices","2000Q1","State","Euro Million","22121"
"GNP at Current Market Prices","2000Q2","State","Euro Million","23617"
"GNP at Current Market Prices","2000Q3","State","Euro Million","23188"
"GNP at Current Market Prices","2000Q4","State","Euro Million","24243"
"GNP at Current Market Prices","2001Q1","State","Euro Million","25698"
"GNP at Current Market Prices","2001Q2","State","Euro Million","25517"
"GNP at Current Market Prices","2001Q3","State","Euro Million","25275"
"GNP at Current Market Prices","2001Q4","State","Euro Million","26457"
"GNP at Current Market Prices","2002Q1","State","Euro Million","26915"
"GNP at Current Market Prices","2002Q2","State","Euro Million","27397"
"GNP at Current Market Prices","2002Q3","State","Euro Million","28580"
"GNP at Current Market Prices","2002Q4","State","Euro Million","29374"
"GNP at Current Market Prices","2003Q1","State","Euro Million","29365"
"GNP at Current Market Prices","2003Q2","State","Euro Million","30509"
"GNP at Current Market Prices","2003Q3","State","Euro Million","30602"
"GNP at Current Market Prices","2003Q4","State","Euro Million","33331"
"GNP at Current Market Prices","2004Q1","State","Euro Million","32319"
"GNP at Current Market Prices","2004Q2","State","Euro Million","33353"
"GNP at Current Market Prices","2004Q3","State","Euro Million","32816"
"GNP at Current Market Prices","2004Q4","State","Euro Million","34780"
"GNP at Current Market Prices","2005Q1","State","Euro Million","34961"
"GNP at Current Market Prices","2005Q2","State","Euro Million","35643"
"GNP at Current Market Prices","2005Q3","State","Euro Million","36390"
"GNP at Current Market Prices","2005Q4","State","Euro Million","38494"
"GNP at Current Market Prices","2006Q1","State","Euro Million","39018"
"GNP at Current Market Prices","2006Q2","State","Euro Million","39913"
"GNP at Current Market Prices","2006Q3","State","Euro Million","39429"
"GNP at Current Market Prices","2006Q4","State","Euro Million","42280"
"GNP at Current Market Prices","2007Q1","State","Euro Million","42111"
"GNP at Current Market Prices","2007Q2","State","Euro Million","41738"
"GNP at Current Market Prices","2007Q3","State","Euro Million","41758"
"GNP at Current Market Prices","2007Q4","State","Euro Million","43313"
"GNP at Current Market Prices","2008Q1","State","Euro Million","41641"
"GNP at Current Market Prices","2008Q2","State","Euro Million","40460"
"GNP at Current Market Prices","2008Q3","State","Euro Million","39441"
"GNP at Current Market Prices","2008Q4","State","Euro Million","39025"
"GNP at Current Market Prices","2009Q1","State","Euro Million","35953"
"GNP at Current Market Prices","2009Q2","State","Euro Million","35219"
"GNP at Current Market Prices","2009Q3","State","Euro Million","34446"
"GNP at Current Market Prices","2009Q4","State","Euro Million","34489"
"GNP at Current Market Prices","2010Q1","State","Euro Million","33622"
"GNP at Current Market Prices","2010Q2","State","Euro Million","33839"
"GNP at Current Market Prices","2010Q3","State","Euro Million","35488"
"GNP at Current Market Prices","2010Q4","State","Euro Million","36491"
"GNP at Current Market Prices","2011Q1","State","Euro Million","33922"
"GNP at Current Market Prices","2011Q2","State","Euro Million","34716"
"GNP at Current Market Prices","2011Q3","State","Euro Million","35277"
"GNP at Current Market Prices","2011Q4","State","Euro Million","34519"
"GNP at Current Market Prices","2012Q1","State","Euro Million","33747"
"GNP at Current Market Prices","2012Q2","State","Euro Million","35544"
"GNP at Current Market Prices","2012Q3","State","Euro Million","35625"
"GNP at Current Market Prices","2012Q4","State","Euro Million","35332"
"GNP at Current Market Prices","2013Q1","State","Euro Million","35557"
"GNP at Current Market Prices","2013Q2","State","Euro Million","36072"
"GNP at Current Market Prices","2013Q3","State","Euro Million","39252"
"GNP at Current Market Prices","2013Q4","State","Euro Million","39445"
"GNP at Current Market Prices","2014Q1","State","Euro Million","38813"
"GNP at Current Market Prices","2014Q2","State","Euro Million","40103"
"GNP at Current Market Prices","2014Q3","State","Euro Million","42091"
